source_index,bout_key,fly_id,split,frames,seconds,path_mm,net_displacement_mm,mean_path_speed_mm_s,cycles_T1L,cycles_T1R,cycles_T2L,cycles_T2R,cycles_T3L,cycles_T3R
587,bout_0587,Session11/2026_03_03_14_32_16,train,357,0.445,5.885260581970215,5.652949810028076,13.225304678584752,4,3,3,4,4,4
588,bout_0588,Session11/2026_03_03_14_32_16,train,232,0.28875,4.274499893188477,4.064816951751709,14.803462833553166,3,2,2,4,3,3
589,bout_0589,Session11/2026_03_03_14_32_16,train,256,0.31875,4.086987495422363,3.4672582149505615,12.821921554266238,3,3,3,2,2,4
590,bout_0590,Session11/2026_03_03_14_32_16,train,348,0.43375,8.532317161560059,8.202228546142578,19.67104821108947,4,4,4,4,5,4
591,bout_0591,Session11/2026_03_03_14_49_28,train,246,0.30625,4.055580139160156,3.8768534660339355,13.242710658482142,2,2,2,3,2,5
592,bout_0592,Session11/2026_03_03_14_49_28,train,489,0.61,6.520719051361084,5.969366550445557,10.689703362887023,4,3,3,3,3,3
593,bout_0593,Session11/2026_03_03_14_49_28,train,168,0.20875,4.168675422668457,4.0059075355529785,19.96970262356147,2,2,2,2,2,3
594,bout_0594,Session11/2026_03_03_14_49_28,train,145,0.18,4.543227195739746,4.460936546325684,25.240151087443035,2,3,2,2,3,3
595,bout_0595,Session11/2026_03_03_14_49_28,train,147,0.1825,3.9610180854797363,3.8406782150268555,21.7042086875602,2,2,2,3,2,3
596,bout_0596,Session11/2026_03_03_14_49_28,train,180,0.22375,5.0127763748168945,4.869349479675293,22.403469831583887,3,2,2,3,4,4
597,bout_0597,Session11/2026_03_03_14_49_28,train,184,0.22875,5.048221588134766,4.948702335357666,22.06872825414105,2,3,3,2,4,3
598,bout_0598,Session11/2026_03_03_14_49_28,train,264,0.32875,5.4993977546691895,5.2093586921691895,16.728206097853047,3,3,3,3,5,3
599,bout_0599,Session11/2026_03_03_14_49_28,train,384,0.47875,6.834693431854248,6.597837448120117,14.276122050870491,4,5,4,4,6,6
600,bout_0600,Session11/2026_03_03_14_49_28,train,220,0.27375,3.504183292388916,2.753810405731201,12.800669561238049,2,3,2,2,4,2
601,bout_0601,Session11/2026_03_03_14_49_28,train,206,0.25625,3.7412962913513184,3.646049976348877,14.600180649175877,2,2,2,2,2,2
602,bout_0602,Session11/2026_03_03_14_49_28,train,464,0.57875,8.46663761138916,7.405118465423584,14.629179458123819,6,5,5,5,6,7
603,bout_0603,Session11/2026_03_03_14_49_28,train,346,0.43125,6.363808631896973,5.793086528778076,14.7566576971524,4,4,4,5,3,6
604,bout_0604,Session11/2026_03_03_14_49_28,train,250,0.31125,3.8079679012298584,3.2770276069641113,12.234435024031672,3,2,2,3,3,4
605,bout_0605,Session11/2026_03_03_14_49_28,train,308,0.38375,5.065670967102051,4.932546138763428,13.20044551687831,3,3,3,2,6,3
606,bout_0606,Session11/2026_03_03_14_49_28,train,213,0.265,5.072919845581055,4.972242832183838,19.14309375690964,2,3,3,2,2,5
607,bout_0607,Session11/2026_03_03_14_49_28,train,386,0.48125,5.987883567810059,5.51369571685791,12.442355465579343,5,4,4,4,3,6
608,bout_0608,202607/2026_07_07_12_31_27,train,196,0.24375,4.227973937988281,4.057926654815674,17.345534104567307,2,2,2,2,1,2
609,bout_0609,202607/2026_07_07_12_31_27,train,296,0.36875,4.011348724365234,3.7184338569641113,10.878233828787076,3,3,4,2,5,1
610,bout_0610,202607/2026_07_07_18_11_16,train,289,0.36,11.729022979736328,11.476752281188965,32.58061938815647,5,4,4,5,5,4
611,bout_0611,202607/2026_07_07_18_11_16,train,428,0.53375,13.44888687133789,12.073473930358887,25.19697774489535,7,6,6,6,6,6
612,bout_0612,202607/2026_07_07_18_11_16,train,196,0.24375,6.546318531036377,6.201879024505615,26.85669140938001,3,3,3,3,3,3
613,bout_0613,202607/2026_07_07_18_11_16,train,245,0.305,10.70837116241455,9.928190231323242,35.10941364726082,4,4,5,4,4,4
614,bout_0614,202607/2026_07_07_18_11_16,train,242,0.30125,8.904674530029297,8.793033599853516,29.559085576860735,3,4,4,3,3,3
615,bout_0615,202607/2026_07_07_18_11_16,train,175,0.2175,4.998407363891602,4.82094669342041,22.981183282260236,3,2,2,2,4,2
616,bout_0616,202607/2026_07_07_18_11_16,train,169,0.21,5.029775142669678,4.924346923828125,23.951310203188942,2,2,2,2,3,2
617,bout_0617,202607/2026_07_07_18_11_16,train,199,0.2475,8.374296188354492,8.174880027770996,33.835540154967646,3,3,3,3,3,3
618,bout_0618,202607/2026_07_07_18_11_16,train,136,0.16875,5.414187908172607,5.3192009925842285,32.08407649287471,2,2,2,2,2,2
619,bout_0619,202607/2026_07_07_18_11_16,train,299,0.3725,10.094337463378906,9.88914966583252,27.098892519138005,4,4,4,4,5,4
620,bout_0620,202607/2026_07_07_18_11_16,train,161,0.2,7.328556537628174,6.895473957061768,36.64278268814087,2,3,3,2,2,3
621,bout_0621,202607/2026_07_07_18_11_16,train,219,0.2725,4.0496954917907715,3.689487934112549,14.861267859782647,3,3,2,2,3,3
622,bout_0622,202607/2026_07_07_18_11_16,train,202,0.25125,6.615157127380371,6.322805404663086,26.32898359156367,3,3,3,3,3,3
623,bout_0623,202607/2026_07_07_18_11_16,train,186,0.23125,6.3408989906311035,6.120995998382568,27.420103743269635,2,3,3,2,2,3
624,bout_0624,202607/2026_07_07_18_11_16,train,136,0.16875,5.242998123168945,4.83882474899292,31.069618507667823,2,2,2,2,2,3
625,bout_0625,202607/2026_07_07_18_11_16,train,184,0.22875,7.147334098815918,7.068672180175781,31.245176388266305,3,4,3,3,3,3
626,bout_0626,202607/2026_07_07_18_11_16,train,124,0.15375,4.943209171295166,4.671200275421143,32.15095395964336,2,2,2,2,2,2
627,bout_0627,202607/2026_07_07_18_11_16,train,244,0.30375,6.429230690002441,5.838979244232178,21.1661915720245,3,4,3,3,3,2
628,bout_0628,202607/2026_07_07_18_11_16,train,139,0.1725,5.066102981567383,5.0147857666015625,29.36871293662251,2,2,2,2,2,2
629,bout_0629,202607/2026_07_07_18_11_16,train,349,0.435,13.409981727600098,13.06688117980957,30.827544201379535,5,6,6,5,6,6
630,bout_0630,202607/2026_07_07_18_11_16,train,381,0.475,9.359286308288574,8.081936836242676,19.703760649028577,5,6,4,4,5,5
631,bout_0631,202607/2026_07_07_18_11_16,train,290,0.36125,11.596102714538574,11.145451545715332,32.09993831014138,5,4,4,5,5,5
632,bout_0632,202607/2026_07_07_18_11_16,train,177,0.22,5.005291938781738,4.60062313079834,22.751326994462445,4,2,2,3,3,3
633,bout_0633,202607/2026_07_07_18_11_16,train,180,0.22375,6.383825302124023,6.063114643096924,28.53106280278893,3,3,2,3,3,2
634,bout_0634,202607/2026_07_07_18_11_16,train,196,0.24375,5.765692710876465,5.5432353019714355,23.654123942057293,3,2,2,3,2,2
635,bout_0635,202607/2026_07_07_18_11_16,train,140,0.17375,4.389981269836426,4.241613864898682,25.26607925085713,2,3,2,2,2,2
636,bout_0636,202607/2026_07_07_18_11_16,train,257,0.32,9.302556991577148,8.768793106079102,29.07049059867859,4,4,4,4,4,4
637,bout_0637,202607/2026_07_07_18_11_16,train,288,0.35875,7.648226737976074,7.459066867828369,21.319098921187663,4,4,3,4,4,4
638,bout_0638,202607/2026_07_07_18_11_16,train,206,0.25625,8.322547912597656,8.22253131866455,32.47823575647866,3,3,3,3,4,4
639,bout_0639,202607/2026_07_07_18_11_16,train,242,0.30125,4.931192398071289,4.771793365478516,16.369103396087265,3,3,2,3,3,2
640,bout_0640,202607/2026_07_07_18_11_16,train,451,0.5625,7.399774551391602,5.104485988616943,13.155154758029514,6,5,5,5,3,4
641,bout_0641,202607/2026_07_07_18_11_16,train,456,0.56875,7.709495544433594,6.512973785400391,13.555157001201923,6,5,6,5,5,5
642,bout_0642,202607/2026_07_07_18_11_16,train,212,0.26375,5.379173278808594,5.057568073272705,20.394969777473342,4,2,3,3,3,3
643,bout_0643,202607/2026_07_07_18_11_16,train,302,0.37625,10.397533416748047,10.039796829223633,27.634640310293815,4,5,5,4,5,4
644,bout_0644,202607/2026_07_07_18_11_16,train,230,0.28625,6.1018500328063965,5.9504594802856445,21.316506664825837,3,3,3,3,4,3
645,bout_0645,202607/2026_07_07_18_11_16,train,422,0.52625,14.485647201538086,12.866755485534668,27.526170454229142,6,7,7,6,8,6
646,bout_0646,202607/2026_07_07_18_11_16,train,382,0.47625,12.312145233154297,11.956382751464844,25.85227345544209,6,6,6,5,7,6
647,bout_0647,202607/2026_07_07_18_11_16,train,231,0.2875,10.918863296508789,10.823232650756836,37.9786549443784,4,4,4,4,5,4
648,bout_0648,202607/2026_07_07_18_11_16,train,339,0.4225,4.818042755126953,4.083799839019775,11.40365149142474,5,3,2,3,1,2
649,bout_0649,202607/2026_07_07_18_11_16,train,262,0.32625,5.283516883850098,4.752927780151367,16.194687766590338,3,3,3,3,3,1
650,bout_0650,202607/2026_07_07_18_11_16,train,150,0.18625,5.039180755615234,4.839364051818848,27.056004056994546,2,3,2,2,2,2
651,bout_0651,202607/2026_07_07_18_11_16,train,474,0.59125,13.54472827911377,12.660161972045898,22.908631338881637,6,7,7,6,6,7
652,bout_0652,202607/2026_07_07_18_11_16,train,314,0.39125,7.506596565246582,6.859529495239258,19.18618930414462,5,4,3,4,4,3
653,bout_0653,202607/2026_07_07_18_11_16,train,173,0.215,5.053653717041016,4.96119499206543,23.505366125772166,3,3,2,3,3,2
654,bout_0654,202607/2026_07_07_18_11_16,train,199,0.2475,7.890524864196777,7.770155906677246,31.880908542209202,3,4,3,3,3,3
655,bout_0655,202607/2026_07_07_18_11_16,train,419,0.5225,13.4732666015625,12.457114219665527,25.786156175239235,6,6,6,6,6,6
656,bout_0656,202607/2026_07_07_18_11_16,train,325,0.405,7.482384204864502,7.122004508972168,18.475022728060498,4,4,4,4,3,3
657,bout_0657,202607/2026_07_07_18_11_16,train,248,0.30875,9.441183090209961,9.279143333435059,30.57873065655048,4,4,4,4,4,4
658,bout_0658,202607/2026_07_07_18_11_16,train,326,0.40625,9.104691505432129,8.710360527038574,22.4115483210637,6,4,4,5,5,4
659,bout_0659,202607/2026_07_07_18_11_16,train,405,0.505,12.222911834716797,11.783336639404297,24.20378581132039,5,6,6,5,5,5
660,bout_0660,202607/2026_07_07_18_11_16,train,162,0.20125,4.760221481323242,4.633100509643555,23.653274441357723,2,2,2,2,2,2
661,bout_0661,202607/2026_07_07_18_11_16,train,337,0.42,10.437124252319336,9.10145378112793,24.850295838855562,5,5,5,5,5,6
662,bout_0662,202607/2026_07_07_18_11_16,train,183,0.2275,5.259361267089844,5.1518402099609375,23.11807150369162,4,3,2,3,2,4
663,bout_0663,202607/2026_07_07_18_11_16,train,191,0.2375,6.600162982940674,6.184352397918701,27.79015992817126,3,3,3,3,3,3
664,bout_0664,202607/2026_07_07_18_11_16,train,155,0.1925,6.564572334289551,6.1581573486328125,34.101674463841825,3,3,2,3,3,2
665,bout_0665,202607/2026_07_07_18_11_16,train,336,0.41875,8.57136344909668,8.288978576660156,20.46892763963386,4,5,5,4,6,5
666,bout_0666,202607/2026_07_07_18_11_16,train,186,0.23125,4.428131580352783,4.324979305267334,19.148677104228252,2,3,3,2,2,2
667,bout_0667,202607/2026_07_07_18_11_16,train,329,0.41,7.150793075561523,5.403153896331787,17.440958720881767,4,3,4,4,3,3
668,bout_0668,202607/2026_07_07_18_11_16,train,191,0.2375,4.303177833557129,4.060182571411133,18.11864350971423,3,2,2,2,2,3
669,bout_0669,202607/2026_07_07_18_11_16,train,494,0.61625,12.897690773010254,11.957242012023926,20.929315656000412,7,6,6,7,7,6
670,bout_0670,202607/2026_07_07_18_11_16,train,454,0.56625,8.149553298950195,6.992562770843506,14.39214710631381,4,5,5,4,4,5
671,bout_0671,202607/2026_07_07_18_11_16,train,265,0.33,4.608015537261963,4.290058135986328,13.963683446248371,4,2,2,3,3,4
672,bout_0672,202607/2026_07_07_18_11_16,train,217,0.27,5.795771598815918,4.8562211990356445,21.46582073635525,3,3,3,3,4,3
673,bout_0673,202607/2026_07_07_18_11_16,train,156,0.19375,5.575145721435547,5.380037307739258,28.774945659022176,3,3,3,2,3,3
674,bout_0674,202607/2026_07_07_18_11_16,train,197,0.245,6.22882080078125,5.256342887878418,25.423758370535715,3,2,3,3,4,2
675,bout_0675,202607/2026_07_07_18_11_16,train,257,0.32,7.857231616973877,7.496286392211914,24.553848803043365,4,4,4,4,4,4
676,bout_0676,202607/2026_07_07_18_11_16,train,306,0.38125,5.663755893707275,5.396873950958252,14.855753163822362,5,3,3,4,3,4
677,bout_0677,202607/2026_07_07_18_11_16,train,262,0.32625,7.273088455200195,6.656649589538574,22.292991433563817,3,4,4,3,3,4
678,bout_0678,202607/2026_07_07_18_11_16,train,188,0.23375,5.259415626525879,5.162561416625977,22.500173803319267,3,2,3,3,2,2
679,bout_0679,202607/2026_07_07_18_11_16,train,367,0.4575,10.423318862915039,8.974096298217773,22.78321062932249,5,6,5,5,5,5
680,bout_0680,202607/2026_07_07_18_11_16,train,199,0.2475,4.96087121963501,4.839264869689941,20.04392411973741,3,2,3,2,1,3
681,bout_0681,202607/2026_07_07_18_11_16,train,163,0.2025,4.435219764709473,4.244961261749268,21.90231982572579,2,2,2,2,2,2
682,bout_0682,202607/2026_07_07_18_11_16,train,179,0.2225,6.054851055145264,5.817028522491455,27.21281373098995,3,3,3,2,2,3
683,bout_0683,202607/2026_07_07_18_11_16,train,429,0.535,9.875778198242188,8.340524673461914,18.459398501387266,6,6,5,6,7,4
684,bout_0684,202607/2026_07_07_18_11_16,train,242,0.30125,4.20658016204834,3.9032530784606934,13.963751575264197,2,3,3,2,3,1
685,bout_0685,202607/2026_07_07_18_11_16,train,143,0.1775,4.792440414428711,4.672859191894531,26.999664306640625,2,2,2,2,3,2
686,bout_0686,202607/2026_07_07_18_11_16,train,175,0.2175,2.8706488609313965,2.655322551727295,13.198385567500674,2,2,2,2,2,2
687,bout_0687,202607/2026_07_07_18_11_16,train,183,0.2275,5.568266868591309,5.475375652313232,24.47589832347828,3,3,3,4,3,3
688,bout_0688,202607/2026_07_07_18_11_16,train,160,0.19875,5.129362106323242,4.982817649841309,25.808111226783605,2,3,3,2,3,2
689,bout_0689,202607/2026_07_07_18_11_16,train,231,0.2875,4.121212005615234,3.910015106201172,14.33465045431386,3,3,2,3,2,2
690,bout_0690,202607/2026_07_07_18_11_16,train,495,0.6175,14.592985153198242,11.798680305480957,23.632364620563955,8,8,7,7,7,7
691,bout_0691,202607/2026_07_07_18_11_16,train,256,0.31875,4.5710039138793945,4.204358100891113,14.340404435700062,4,3,3,4,3,4
692,bout_0692,202607/2026_07_07_18_11_16,train,405,0.505,7.072269916534424,5.360406875610352,14.004494884226581,6,6,5,5,6,4
693,bout_0693,202607/2026_07_07_18_11_16,train,434,0.54125,8.520719528198242,6.401357650756836,15.742668874269269,5,5,5,5,5,8
694,bout_0694,202607/2026_07_07_18_11_16,train,199,0.2475,5.013327121734619,4.850165367126465,20.255867158523714,3,2,2,3,2,2
695,bout_0695,202607/2026_07_07_18_11_16,train,399,0.4975,10.212150573730469,8.791037559509277,20.526935826593906,5,6,5,5,5,4
696,bout_0696,202607/2026_07_07_18_11_16,train,238,0.29625,5.12506628036499,4.804384231567383,17.29980179026157,4,3,2,3,3,2
697,bout_0697,202607/2026_07_07_18_11_16,train,230,0.28625,8.405584335327148,8.21316909790039,29.364486760968205,4,3,3,4,4,5
698,bout_0698,202607/2026_07_07_18_11_16,train,496,0.61875,13.970087051391602,9.964667320251465,22.577918466895518,9,9,8,8,7,8
699,bout_0699,202607/2026_07_07_18_11_16,train,192,0.23875,4.4860992431640625,4.21908712387085,18.789944473985603,2,3,3,2,2,3
700,bout_0700,202607/2026_07_07_18_11_16,train,319,0.3975,12.410493850708008,11.964591026306152,31.22136817788178,6,6,6,5,5,6
701,bout_0701,202607/2026_07_07_18_11_16,train,255,0.3175,4.421870231628418,4.237273693084717,13.927150335837537,3,3,3,3,5,2
702,bout_0702,202607/2026_07_07_18_11_16,train,243,0.3025,8.830530166625977,8.4663667678833,29.191835261573477,4,4,4,4,4,4
703,bout_0703,202607/2026_07_07_18_11_16,train,259,0.3225,8.278265953063965,7.641117095947266,25.669041714927022,3,4,4,4,4,4
704,bout_0704,202607/2026_07_07_18_11_16,train,309,0.385,5.511212348937988,5.048674583435059,14.3148372699688,6,3,2,4,3,4
705,bout_0705,202607/2026_07_07_18_11_16,train,254,0.31625,6.357821941375732,6.023569107055664,20.103784794863977,3,5,3,3,3,3
706,bout_0706,202607/2026_07_07_18_11_16,train,188,0.23375,5.770847797393799,5.596257209777832,24.688118919331757,3,3,2,3,3,3
707,bout_0707,202607/2026_07_07_18_11_16,train,400,0.49875,10.345934867858887,9.621220588684082,20.74372905836368,7,5,5,5,6,6
708,bout_0708,202607/2026_07_07_18_11_16,train,241,0.3,4.0508317947387695,3.5869650840759277,13.502772649129232,3,3,3,2,2,4
709,bout_0709,202607/2026_07_07_18_11_16,train,182,0.22625,5.156780242919922,4.976245880126953,22.792398863734462,4,4,3,2,2,3
710,bout_0710,202607/2026_07_07_18_11_16,train,142,0.17625,3.9789037704467773,3.886457920074463,22.575340541542,2,2,2,2,3,3
711,bout_0711,202607/2026_07_07_18_11_16,train,674,0.84125,8.810027122497559,4.3147053718566895,10.47254338484108,6,6,6,4,6,5
712,bout_0712,202607/2026_07_07_18_11_16,train,317,0.395,8.652436256408691,8.43514633178711,21.90490191495871,7,5,4,4,6,4
713,bout_0713,202607/2026_07_07_18_11_16,train,207,0.2575,6.928863525390625,6.512882232666016,26.908207865594658,3,3,3,4,3,3
714,bout_0714,202607/2026_07_07_18_11_16,train,631,0.7875,9.215559959411621,6.168410778045654,11.702298361157615,6,7,6,6,6,6
715,bout_0715,202607/2026_07_07_18_11_16,train,154,0.19125,4.688590049743652,4.552801609039307,24.515503528071385,2,2,2,2,2,2
716,bout_0716,202607/2026_07_07_18_11_16,train,295,0.3675,5.896317481994629,4.759563446044922,16.04440131155001,4,3,3,3,3,3
717,bout_0717,202607/2026_07_07_18_11_16,train,286,0.35625,8.971004486083984,8.719572067260742,25.18176697848136,4,4,4,4,4,4
718,bout_0718,202607/2026_07_07_18_11_16,train,260,0.32375,4.557493686676025,4.115753173828125,14.077200576605485,3,3,3,3,3,2
719,bout_0719,202607/2026_07_07_18_11_16,train,203,0.2525,5.308750629425049,5.192774295806885,21.024754968019995,4,3,3,3,3,3
720,bout_0720,202607/2026_07_07_18_11_16,train,271,0.3375,9.288490295410156,9.107193946838379,27.521452727141202,4,4,4,4,5,5
721,bout_0721,202607/2026_07_07_18_11_16,train,261,0.325,4.01108455657959,3.866663932800293,12.341798635629507,2,3,2,2,2,8
722,bout_0722,202607/2026_07_07_18_11_16,train,243,0.3025,5.810646057128906,5.530323505401611,19.208747296293904,4,4,3,3,3,3
723,bout_0723,202607/2026_07_07_18_11_16,train,242,0.30125,5.659417152404785,5.419999122619629,18.786446978937047,4,3,3,3,4,3
724,bout_0724,202607/2026_07_07_18_11_16,train,374,0.46625,7.387130260467529,6.634675025939941,15.84371101440757,5,4,5,4,5,4
725,bout_0725,202607/2026_07_07_18_11_16,train,239,0.2975,6.90226936340332,6.7555460929870605,23.20090542320444,4,4,4,3,3,5
726,bout_0726,202607/2026_07_07_18_11_16,train,459,0.5725,8.184737205505371,7.276217937469482,14.296484201756106,6,7,5,5,6,5
727,bout_0727,202607/2026_07_07_18_11_16,train,400,0.49875,11.41748332977295,9.80690860748291,22.892197152426963,6,6,5,6,7,5
728,bout_0728,202607/2026_07_07_18_11_16,train,315,0.3925,7.048427581787109,5.19992733001709,17.957777278438495,4,5,5,4,5,5
729,bout_0729,202607/2026_07_07_18_11_16,train,220,0.27375,5.082823276519775,4.788328647613525,18.5673909644558,3,3,2,3,3,4
730,bout_0730,202607/2026_07_07_18_11_16,train,251,0.3125,8.366155624389648,8.230415344238281,26.771697998046875,4,4,4,3,4,4
731,bout_0731,202607/2026_07_07_18_11_16,train,124,0.15375,4.608605861663818,4.34486722946167,29.974672270984186,2,3,2,2,2,3
732,bout_0732,202607/2026_07_07_18_11_16,train,347,0.4325,6.379327774047852,5.452460289001465,14.749890807047056,4,4,4,4,4,4
733,bout_0733,202607/2026_07_07_18_11_16,train,180,0.22375,5.791040420532227,5.651811122894287,25.881744896233414,3,3,3,3,4,3
734,bout_0734,202607/2026_07_07_18_11_16,train,264,0.32875,6.087642192840576,5.792507648468018,18.517542791910497,4,3,3,3,5,3
735,bout_0735,202607/2026_07_07_18_11_16,train,199,0.2475,5.563668727874756,5.298947334289551,22.47946960757477,3,3,3,3,3,3
736,bout_0736,202607/2026_07_07_18_11_16,train,808,1.00875,23.63167953491211,21.945785522460938,23.426695945389948,13,12,12,12,11,11
737,bout_0737,202607/2026_07_07_18_11_16,train,186,0.23125,4.909887313842773,4.652528762817383,21.231945140941722,3,4,3,2,5,2
738,bout_0738,202607/2026_07_07_18_11_16,train,141,0.175,4.743832588195801,4.4352498054504395,27.10761478969029,2,2,2,2,2,2
739,bout_0739,202607/2026_07_07_18_11_16,train,191,0.2375,4.156087398529053,3.9820313453674316,17.49931536222759,3,2,2,3,3,4
740,bout_0740,202607/2026_07_07_18_11_16,train,203,0.2525,3.9155778884887695,3.4824867248535156,15.50723916233176,3,3,2,2,2,3
741,bout_0741,202607/2026_07_07_18_11_16,train,450,0.56125,13.31562614440918,12.390220642089844,23.724946359749094,7,7,6,6,8,5
742,bout_0742,202607/2026_07_07_18_11_16,train,214,0.26625,4.290715217590332,4.142095565795898,16.1153623195881,3,2,2,3,2,2
743,bout_0743,202607/2026_07_07_18_11_16,train,433,0.54,7.604489803314209,5.583695411682129,14.082388524655942,6,5,4,5,3,3
744,bout_0744,202607/2026_07_07_18_11_16,train,370,0.46125,14.850973129272461,14.513785362243652,32.197231716579864,7,7,6,6,7,6
745,bout_0745,202607/2026_07_07_18_11_16,train,298,0.37125,6.765969276428223,5.182044982910156,18.22483306782013,6,5,3,4,5,3
746,bout_0746,202607/2026_07_07_18_11_16,train,183,0.2275,7.451184272766113,7.201911926269531,32.75245834182907,3,5,3,3,3,3
747,bout_0747,202607/2026_07_07_18_11_16,train,481,0.6,6.269495964050293,5.96732234954834,10.449159940083822,4,4,4,4,3,6
748,bout_0748,202607/2026_07_07_18_11_16,train,402,0.50125,7.824767589569092,4.8957014083862305,15.610508906871006,5,6,5,5,5,4
749,bout_0749,202607/2026_07_07_18_11_16,train,188,0.23375,7.7558088302612305,7.624958038330078,33.17993082464697,3,4,3,3,3,3
750,bout_0750,202607/2026_07_07_18_11_16,train,164,0.20375,4.569581031799316,4.381015777587891,22.42739156711321,2,2,2,2,3,2
751,bout_0751,202607/2026_07_07_18_11_16,train,307,0.3825,8.304173469543457,7.699293613433838,21.71025743671492,4,4,4,4,4,4
752,bout_0752,202607/2026_07_07_18_11_16,train,210,0.26125,7.4606218338012695,7.045634746551514,28.55740414852161,3,3,3,3,4,3
753,bout_0753,202607/2026_07_07_18_11_16,train,161,0.2,4.538401126861572,4.453847408294678,22.69200563430786,2,2,2,2,2,2
754,bout_0754,202607/2026_07_07_18_11_16,train,323,0.4025,10.467950820922852,9.899094581604004,26.007331232106463,5,5,5,5,5,5
755,bout_0755,202607/2026_07_07_18_11_16,train,215,0.2675,6.359074592590332,6.0905961990356445,23.772241467627406,3,4,3,3,4,5
756,bout_0756,202607/2026_07_07_18_11_16,train,271,0.3375,7.232057094573975,7.046627044677734,21.42831731725622,4,3,3,4,3,3
757,bout_0757,202607/2026_07_07_18_11_16,train,431,0.5375,13.545915603637695,12.269091606140137,25.201703448628272,7,6,6,7,7,8
758,bout_0758,202607/2026_07_07_18_11_16,train,339,0.4225,9.987663269042969,8.82852840423584,23.63943969004253,5,6,5,5,6,5
759,bout_0759,202607/2026_07_07_18_11_16,train,282,0.35125,8.436253547668457,6.491357326507568,24.01780369442977,4,4,4,4,4,5
760,bout_0760,202607/2026_07_07_18_11_16,train,275,0.3425,5.560218811035156,5.077807426452637,16.234215506671987,4,4,4,3,3,3
761,bout_0761,202607/2026_07_07_18_11_16,train,239,0.2975,9.819673538208008,9.441056251525879,33.00730601078322,4,4,4,4,5,4
762,bout_0762,202607/2026_07_07_18_11_16,train,291,0.3625,4.888530731201172,4.458510875701904,13.48560201710668,3,3,3,3,3,3
763,bout_0763,202607/2026_07_07_18_11_16,train,556,0.69375,12.075665473937988,11.586423873901367,17.406364647117822,6,7,7,6,5,5
764,bout_0764,202607/2026_07_07_18_11_16,train,170,0.21125,4.603092193603516,4.12620210647583,21.789785531850963,2,2,2,2,2,2
765,bout_0765,202607/2026_07_07_18_11_16,train,310,0.38625,5.231269836425781,4.9403862953186035,13.543740676830502,4,3,3,3,5,3
766,bout_0766,202607/2026_07_07_18_11_16,train,235,0.2925,12.266286849975586,11.729753494262695,41.936023418719955,5,4,4,5,7,4
767,bout_0767,202607/2026_07_07_18_11_16,train,526,0.65625,8.806384086608887,6.633566379547119,13.419251941499256,6,5,5,6,6,6
768,bout_0768,202607/2026_07_07_18_11_16,train,383,0.4775,8.117938995361328,7.389458179473877,17.000919362013253,4,4,4,4,4,4
769,bout_0769,202607/2026_07_07_18_11_16,train,364,0.45375,7.333088397979736,6.763514041900635,16.161076359183994,4,4,4,4,4,4
770,bout_0770,202607/2026_07_07_18_11_16,train,417,0.52,13.249624252319336,12.534598350524902,25.480046639075645,6,6,6,6,6,5
771,bout_0771,202607/2026_07_07_18_11_16,train,423,0.5275,13.99881362915039,12.664529800415039,26.538035315924912,6,7,7,7,6,7
772,bout_0772,202607/2026_07_07_18_11_16,train,337,0.42,4.979486465454102,4.143518447875977,11.8559201558431,5,4,3,3,4,3
773,bout_0773,202607/2026_07_07_18_11_16,train,312,0.38875,13.45083236694336,11.656542778015137,34.600211876381636,6,7,6,5,5,6
774,bout_0774,202607/2026_07_07_18_11_16,train,136,0.16875,6.506718635559082,6.389327049255371,38.558332655164925,2,2,2,2,4,2
775,bout_0775,202607/2026_07_07_18_11_16,train,388,0.48375,4.968648433685303,2.951061248779297,10.271107873251271,3,4,4,4,2,3
776,bout_0776,202607/2026_07_07_18_11_16,train,317,0.395,4.575467109680176,4.248422145843506,11.583461037165002,3,4,2,3,3,3
777,bout_0777,202607/2026_07_07_18_11_16,train,226,0.28125,4.922231197357178,4.6545538902282715,17.501266479492188,4,5,2,3,3,2
778,bout_0778,202607/2026_07_07_18_11_16,train,217,0.27,5.17855978012085,4.767457962036133,19.179851037484628,3,3,3,3,2,3
779,bout_0779,202607/2026_07_07_18_11_16,train,443,0.5525,12.940746307373047,12.574240684509277,23.42216526221366,6,7,6,7,6,6
780,bout_0780,202607/2026_07_07_18_11_16,train,233,0.29,5.460330009460449,5.246172904968262,18.828724170553276,3,4,3,3,3,4
781,bout_0781,202607/2026_07_07_18_11_16,train,177,0.22,5.319800853729248,5.16599178314209,24.180912971496582,3,3,3,2,2,3
782,bout_0782,202607/2026_07_07_19_13_52,train,186,0.23125,9.591341018676758,9.130931854248047,41.47606926995355,3,4,4,3,4,4
783,bout_0783,202607/2026_07_07_19_13_52,train,225,0.28,5.966031551361084,5.839084625244141,21.307255540575298,3,2,2,3,3,3
784,bout_0784,202607/2026_07_07_19_13_52,train,334,0.41625,6.404324531555176,6.055023193359375,15.385764640372795,4,3,3,3,3,4
785,bout_0785,202607/2026_07_07_19_13_52,train,116,0.14375,4.915119171142578,4.756234645843506,34.19213336447011,2,2,2,2,2,2
786,bout_0786,202607/2026_07_07_19_13_52,train,214,0.26625,5.28550386428833,4.955127239227295,19.85165770624725,3,4,2,3,3,2
787,bout_0787,202607/2026_07_07_19_13_52,train,145,0.18,4.714873313903809,4.39378547668457,26.19374063279894,2,1,1,2,2,3
